Word,Freq,Rank
அமைச்சினால்,21,1136
ஏற்றுக்,21,1137
பேரில்,21,1138
கருத்திட்டத்தின்,21,1139
செய்கின்ற,21,1140
சேமலாப,21,1141
விட,21,1142
உங்களின்,21,1143
சனவரி,21,1144
அவர்களால்,21,1145
ஒவ்வோர்,21,1146
சேவையை,21,1147
2006,21,1148
கட்டளையின்,21,1149
துறை,21,1150
வகை,21,1151
40,21,1152
எடுக்குமாறு,21,1153
கண்காட்சி,21,1154
கிடைக்கும்,21,1155
செயலக,21,1156
வார,21,1157
ஆட்சேர்ப்பு,21,1158
அதற்கேற்ப,21,1159
பகுதியில்,21,1160
நில,21,1161
44,20,1162
இடையே,20,1163
அறவிட்டுக்,20,1164
11ஆம்,20,1165
அவ்வுத்தியோகத்தர்,20,1166
கட்டிட,20,1167
குறிப்பிட்டு,20,1168
செயற்பாடுகள்,20,1169
உத்தியோகத்தரொருவர்,20,1170
பதவிகள்,20,1171
அக்,20,1172
அறிவு,20,1173
முக்கிய,20,1174
நிலைமை,20,1175
இதில்,20,1176
கிடைத்த,20,1177
ஏற்படுகின்ற,20,1178
அமைச்சரின்,20,1179
துறைமுக,20,1180
II,20,1181
கொடுப்பனவுகள்,20,1182
இங்கு,20,1183
எப்போது,20,1184
பரீட்சைக்கு,20,1185
முகாமைத்துவம்,20,1186
எண்ணிக்கையை,20,1187
சிகிச்சை,20,1188
தொழிலாளர்,20,1189
உங்களால்,20,1190
உரித்துடைய,20,1191
அஜித்,20,1192
காணப்படும்,20,1193
வகிக்கும்,20,1194
அவற்றின்,20,1195
திசெம்பர்,20,1196
செலவிடப்பட்ட,20,1197
நிர்வாகம்,20,1198
இணைக்கப்பட்டுள்ளது,20,1199
இருக்க,20,1200
அறிக்கையில்,20,1201
முஸ்லிம்,20,1202
நடைமுறைப்படுத்தும்,20,1203
லீவை,20,1204
ஆசிரியர்களின்,20,1205
ஆணைச்,19,1206
நிறுவகத்தின்,19,1207
நிலவும்,19,1208
இலாபம்,19,1209
நேரடியாக,19,1210
கணக்கெடுப்பு,19,1211
இணைந்து,19,1212
000.00,19,1213
படிவங்கள்,19,1214
ஒன்றிற்கு,19,1215
காலப்பகுதி,19,1216
தேயிலைச்,19,1217
பகுதியினுள்,19,1218
இரத்தினபுரி,19,1219
சுற்றுலா,19,1220
நடைமுறை,19,1221
நடைமுறைப்படுத்தப்பட்ட,19,1222
வங்கிக்கு,19,1223
நடைமுறைப்படுத்தல்,19,1224
பெரிதும்,19,1225
27,19,1226
மாணவர்களுக்கு,19,1227
சந்தர்ப்பங்களிலும்,19,1228
செலவுகள்,19,1229
தொழில்நுட்பவியல்,19,1230
நிறுவகம்,19,1231
சேவையாற்றுகின்ற,19,1232
பெரும்,19,1233
செலவினம்,19,1234
சுமார்,19,1235
பதவியின்,19,1236
தங்கி,19,1237
இன்றைய,19,1238
செலவில்,19,1239
ஆண்டிற்காக,19,1240
தாங்கிக்,19,1241
ஒப்பந்த,19,1242
பிரதியொன்றை,19,1243
பராமரிப்பு,19,1244
கொடுக்கும்,19,1245
தயவோடு,19,1246
விதிகள்,19,1247
நடப்பு,19,1248
ரீதியான,19,1249
கல்லூரி,19,1250
கூட்டுத்தாபனங்களினாலும்,19,1251
வி,19,1252
கம்பனி,19,1253
திகதியை,19,1254
தொடர்பு,19,1255
அணுசக்தி,19,1256
கருத்திற்,19,1257
மட்டுமே,19,1258
சி,19,1259
தற்போதைய,19,1260
காலத்தில்,19,1261
உள்ளகக்,19,1262
விதிக்கப்பட்டுள்ள,19,1263
வருமாறு,19,1264
தெற்கு,19,1265
அதிகாரசபைகள்,19,1266
செல்ல,18,1267
செல்வதற்கு,18,1268
கொள்ளப்பட்ட,18,1269
பகுதி,18,1270
அதிகாரியின்,18,1271
செல்வதற்காக,18,1272
செயலமர்வு,18,1273
எவ்வித,18,1274
அனுமதியை,18,1275
வருடத்திற்கு,18,1276
பயன்படுத்த,18,1277
விவகார,18,1278
அனுப்புமாறு,18,1279
கொள்ளவும்,18,1280
தொடர்புடைய,18,1281
எதிர்பார்த்துள்ள,18,1282
அவசியமாக,18,1283
குறிப்பிடப்பட்டுள்ளது,18,1284
அவதானிப்புகளுடனான,18,1285
எடுக்கப்படும்,18,1286
காலத்திற்குள்,18,1287
விதம்,18,1288
வசிக்கும்,18,1289
கவனத்தில்,18,1290
நாம்,18,1291
தலைவர்கள்,18,1292
1957,18,1293
தயரரிக்கப்பட்ட,18,1294
உறுப்புரையுடன்,18,1295
மாட்டாது,18,1296
இலங்கைத்,18,1297
செய்யப்பட,18,1298
விருத்தி,18,1299
வருடங்கள்,18,1300
சட்டபூர்வமான,18,1301
நிலையத்திலிருந்து,18,1302
விண்ணப்ப,18,1303
உரித்துக்,18,1304
கார்,18,1305
மாணவர்களை,18,1306
1.00,18,1307
திடீர்,18,1308
உபகரணங்களை,18,1309
வளங்கள்,18,1310
சஜித்,18,1311
சபைகள்,18,1312
பெண்,18,1313
மருத்துவச்,18,1314
நிதிக்,18,1315
வேண்டியுள்ள,18,1316
கல்விக்,18,1317
புதிதாக,18,1318
பதிவாளர்,18,1319
பிரிவுகளில்,18,1320
9.00,18,1321
போக்குவரத்து,18,1322
படிவத்தில்,18,1323
விரைவில்,18,1324
அரசு,18,1325
செய்யப்பட்டு,18,1326
ஒதுக்கப்பட்டுள்ள,18,1327
அரசாங்கக்,18,1328
மாதங்களுக்கு,18,1329
அறவிடப்பட,18,1330
9.30,18,1331
கவனத்தை,18,1332
பட்டதுமான,18,1333
கூடுதலான,18,1334
தொகையைப்,18,1335
புதுப்பித்தல்,18,1336
சிறு,18,1337
சமர்ப்பிக்கப்,18,1338
உச்ச,18,1339
பெற்றுக்கொண்ட,17,1340
பங்களிப்பை,17,1341
நிதியுதவி,17,1342
ஒப்படைத்தல்,17,1343
மின்சக்தி,17,1344
டப்,17,1345
இடத்தில்,17,1346
மேற்கொள்ளப்பட்ட,17,1347
வீடுகள்,17,1348
பாடசாலையின்,17,1349
பயன்படுத்தப்படும்,17,1350
செய்துள்ள,17,1351
மாவத்தை,17,1352
மகுடம்,17,1353
விடவும்,17,1354
இயற்கை,17,1355
டெங்கு,17,1356
தன்மை,17,1357
சொந்தமான,17,1358
ஏற்கனவே,17,1359
பதவியொன்றில்,17,1360
முறையாக,17,1361
காரணத்தினால்,17,1362
i,17,1363
தயரரிக்கப்பட்டுள்ள,17,1364
உலக,17,1365
யாதென்பதை,17,1366
கூட்டுத்தாபனச்,17,1367
அவற்றை,17,1368
49ஆம்,17,1369
எவ்வாறாயினும்,17,1370
குடும்ப,17,1371
ஆலோசகருக்கும்,17,1372
கொடுப்பனவை,17,1373
உறுப்பினர்களின்,17,1374
தேர்ச்சி,17,1375
நிலையத்தில்,17,1376
நிதியம்,17,1377
அவதானிப்புக்குட்படுத்தப்பட்டதுமான,17,1378
அமரகோன்,17,1379
வேண்டியதோடு,17,1380
எண்ணிக்கையையும்,17,1381
விநியோகம்,17,1382
நிலையத்துக்கு,17,1383
அதிக,17,1384
அங்கீகரிக்கப்படல்,17,1385
23,17,1386
என்பவற்றுக்கான,17,1387
2011.08.23,17,1388
வெகுஜன,17,1389
அவசர,17,1390
முழு,17,1391
இறுதியில்,17,1392
அனுப்பப்பட்டுள்ள,17,1393
தொடர்ந்து,17,1394
சம்பளத்தில்,17,1395
வரலாற்றுத்,17,1396
மேற்கொள்ள,17,1397
தொழிநுட்ப,17,1398
திணைக்களத்தினால்,17,1399
தயார்,17,1400
அவசியமாகவுள்ளதென,17,1401
மின்சாரம்,17,1402
உத்தியோகத்தர்,17,1403
பல்கலைக்கழகம்,17,1404
தரத்திற்கு,17,1405
தேவைப்படும்,17,1406
வாடகைக்கு,17,1407
எரிசக்தி,17,1408
இற்றைவரையான,17,1409
பகுதிக்கு,17,1410
வாய்ந்த,17,1411
வந்த,17,1412
கொள்வதற்கான,17,1413
கருத்தில்,17,1414
முகவரியில்,17,1415
